participant.label,survey.1.player.package_UBI,survey.1.player.package_penalty,survey.1.player.package_weight_loss,survey.1.player.first_topic,survey.1.player.second_topic,survey.1.player.third_topic,survey.1.player.message_order_UBI,survey.1.player.message_order_penalty,survey.1.player.message_order_weight_loss,survey.1.player.UBI_statement_formulation,survey.1.player.penalty_statement_formulation,survey.1.player.weight_loss_statement_formulation,survey.1.player.big1,survey.1.player.big2,survey.1.player.big3,survey.1.player.big4,survey.1.player.big5,survey.1.player.big6,survey.1.player.big7,survey.1.player.big8,survey.1.player.big9,survey.1.player.big10,survey.1.player.age,survey.1.player.gender,survey.1.player.ethnicity,survey.1.player.country_of_birth,survey.1.player.country_of_residency,survey.1.player.student_status,survey.1.player.employment_status,survey.1.player.occupation_field,survey.1.player.highest_qualification,survey.1.player.init_belief_UBI,survey.1.player.init_belief_penalty,survey.1.player.init_belief_weight_loss,survey.1.player.familiarity_UBI,survey.1.player.familiarity_penalty,survey.1.player.familiarity_weight_loss
P0255,package2,package1,package2,weight_loss,UBI,penalty,1,0,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,-1,1,-1,2,-1,1,1,1,-1,33,1,0,GB,GB,1,0,healthcare,4,2,-2,-1,0,2,1
P0049,package2,package1,package3,penalty,UBI,weight_loss,1,1,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,1,0,1,-2,1,0,1,0,1,30,0,0,GB,GB,2,0,finance,4,0,0,1,0,-1,2
P0039,package2,package2,package2,weight_loss,UBI,penalty,0,4,4,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,-1,2,0,-2,1,1,-2,39,0,0,GB,GB,3,1,Civil Service,4,0,0,2,-1,0,1
P0405,package2,package2,package3,weight_loss,penalty,UBI,5,1,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-1,-2,-2,1,-1,2,2,2,50,1,0,GB,GB,3,2,Retail,4,2,1,-1,1,0,0
P0392,package2,package3,package1,UBI,weight_loss,penalty,5,1,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-2,-1,1,1,-1,1,2,1,-1,71,0,0,GB,GB,3,1,Finance,3,-2,1,-1,-1,2,2
P0280,package2,package3,package2,penalty,weight_loss,UBI,4,5,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-2,1,-1,1,1,1,-1,0,46,1,0,GB,GB,3,0,Sales Manager,4,2,-1,1,1,2,0
P0194,package2,package3,package3,UBI,weight_loss,penalty,2,1,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,-1,1,-2,-2,-1,1,1,2,-1,35,0,0,GB,GB,3,0,Approvals Specialist - NHS HRA,4,2,1,-1,0,2,2
P0196,package3,package1,package1,penalty,weight_loss,UBI,5,1,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-2,2,1,1,-1,2,-1,1,45,1,0,GB,GB,3,0,Operations Manager,3,-2,-1,-1,0,1,1
P0164,package3,package1,package2,weight_loss,penalty,UBI,1,0,4,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,-1,-2,-1,-1,-2,1,2,2,1,58,0,0,GB,GB,3,0,transport,3,1,-2,2,1,2,2
P0070,package3,package1,package3,penalty,UBI,weight_loss,4,1,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-1,-2,2,1,1,2,1,1,40,0,0,GB,GB,3,1,Social Work,4,2,1,1,0,1,0
P0079,package3,package2,package1,penalty,weight_loss,UBI,4,0,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,-1,-1,-1,1,1,1,0,33,1,0,GB,GB,3,0,Administrator,4,-1,-1,1,-1,0,0
P0059,package3,package2,package2,penalty,weight_loss,UBI,4,3,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,2,-2,2,-1,1,0,2,2,2,30,1,0,GB,GB,3,0,Education,4,-2,1,2,-1,2,-1
P0051,package3,package2,package3,penalty,UBI,weight_loss,2,0,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-1,-2,-2,2,-2,-1,1,2,1,38,0,0,GB,GB,3,4,none,4,1,2,0,-1,2,0
P0188,package3,package3,package1,penalty,UBI,weight_loss,3,1,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,-2,0,-1,-1,0,1,-1,0,48,0,0,GB,GB,3,0,Scientific,4,2,2,0,1,0,0
P0421,package3,package3,package2,penalty,UBI,weight_loss,1,4,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,0,-2,2,0,2,-2,1,-2,-1,38,1,0,GB,GB,3,0,Civil Service,4,-1,-2,-1,0,2,0
P0355,package3,package3,package3,UBI,penalty,weight_loss,3,3,4,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,1,-1,1,-1,-1,1,1,1,1,35,1,0,GB,GB,3,0,Financial Services,4,1,-1,-1,-1,2,0
P0167,package1,package1,package1,penalty,UBI,weight_loss,1,3,3,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-2,-2,1,-2,-2,2,2,-2,2,49,0,0,GB,GB,3,0,Telecommunications,4,2,-2,-2,2,1,2
P0078,package1,package1,package2,weight_loss,UBI,penalty,2,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,0,0,0,0,-2,0,1,0,0,63,0,0,GB,GB,3,2,Information technology,4,2,0,1,-1,-1,1
P0237,package1,package1,package3,penalty,UBI,weight_loss,0,2,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,1,-1,2,-2,-1,1,2,1,41,1,0,GB,GB,3,0,Mechanical Technician,5,2,1,1,1,2,0
P0105,package1,package2,package1,penalty,weight_loss,UBI,2,5,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,1,1,0,0,-2,1,0,0,56,1,0,GB,GB,3,3,I was previously a mortgage underwriter,4,1,1,2,1,2,0
P0379,package1,package2,package2,penalty,UBI,weight_loss,3,3,3,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,1,-1,1,-2,1,2,-1,1,37,1,0,GB,GB,3,0,transport,2,-1,-1,-2,1,2,2
P0125,package1,package2,package3,UBI,penalty,weight_loss,1,4,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,-1,0,-1,-1,0,1,1,51,0,0,GB,GB,3,1,delivery,3,1,-1,-1,-2,0,0
P0086,package1,package3,package1,UBI,penalty,weight_loss,3,3,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,-1,0,0,0,1,1,0,1,39,1,0,GB,GB,3,0,Finance,3,1,2,0,0,2,0
P0365,package1,package3,package2,UBI,penalty,weight_loss,2,2,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,-1,-1,1,-2,1,-1,1,-1,2,45,1,0,GB,GB,3,2,artist,5,2,-2,1,0,2,0
P0239,package1,package3,package3,weight_loss,UBI,penalty,0,5,1,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-2,-1,0,-1,1,1,1,1,0,1,67,0,0,GB,GB,3,4,Education,4,-2,0,-1,1,-1,0
P0222,package2,package1,package1,weight_loss,penalty,UBI,1,3,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-1,1,-1,1,1,1,1,1,51,0,0,GB,GB,3,1,IT project management,4,1,0,1,1,2,1
P0284,package2,package1,package2,weight_loss,UBI,penalty,0,0,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-1,1,0,1,-1,0,1,0,38,1,1,GB,GB,3,0,Analyst ,4,2,2,1,0,1,0
P0072,package2,package2,package1,UBI,penalty,weight_loss,1,5,4,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,-2,-2,-1,-2,-1,1,2,-2,1,30,1,0,GB,GB,3,0,retail sales,3,1,0,2,2,2,2
P0043,package2,package2,package2,penalty,UBI,weight_loss,5,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-1,1,1,0,-1,1,-1,-1,30,1,0,GB,GB,3,0,Accounting,4,-2,1,1,0,2,0
P0150,package2,package2,package3,penalty,UBI,weight_loss,0,1,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,0,2,1,-1,-2,1,1,2,43,0,0,ES,GB,3,2,Digital Analyst,5,0,1,2,0,1,0
P0364,package2,package3,package1,weight_loss,UBI,penalty,3,3,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-2,0,-1,1,1,2,-1,0,52,0,0,GB,GB,3,0,Retail,3,-2,1,1,2,2,1
P0193,package2,package3,package3,weight_loss,UBI,penalty,1,0,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-1,2,-2,1,-2,2,-2,2,49,1,0,GB,GB,3,0,Lecturer,6,2,1,-1,1,2,0
P0400,package3,package1,package1,penalty,weight_loss,UBI,5,2,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-2,-2,-2,1,1,2,2,1,33,0,0,GB,GB,3,0,education,5,-2,1,-1,-1,2,1
P0426,package3,package1,package2,UBI,penalty,weight_loss,5,3,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,-1,-1,-2,-1,-1,1,2,1,43,0,0,GB,GB,3,2,consultant,4,-1,-1,1,0,2,1
P0026,package3,package2,package1,weight_loss,penalty,UBI,2,5,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-2,1,-1,1,0,2,-1,1,46,1,0,GB,GB,3,0,Project Manager,4,-2,-1,0,-2,2,-1
P0184,package3,package2,package2,UBI,penalty,weight_loss,1,0,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-1,-1,-1,1,1,2,1,1,65,0,0,GB,GB,3,4,Social services,4,-1,-1,0,-2,0,-1
P0137,package3,package2,package3,penalty,UBI,weight_loss,5,5,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,-1,1,0,2,-2,0,-1,0,50,1,0,DE,GB,1,0,manufacturing,4,0,-2,2,0,2,0
P0333,package3,package3,package1,UBI,penalty,weight_loss,4,4,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,-1,-1,1,2,1,-2,1,-1,1,47,0,0,GB,GB,3,0,middle manager,3,2,2,0,1,1,0
P0244,package3,package3,package2,weight_loss,penalty,UBI,2,2,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,1,-1,1,-2,1,-1,1,53,0,0,GB,GB,3,0,Civil servant (national government),4,1,0,1,1,-1,0
P0372,package3,package3,package3,weight_loss,UBI,penalty,4,5,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-1,-1,1,1,-1,2,1,1,26,0,0,GB,GB,3,0,manager,4,-2,1,-1,1,-1,2
P0309,package1,package1,package1,UBI,weight_loss,penalty,3,1,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,2,-1,-1,2,-2,-1,1,2,-1,41,0,0,GB,GB,3,1,director,3,0,1,-1,-2,0,-1
P0268,package1,package1,package2,weight_loss,penalty,UBI,2,0,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,2,-1,0,-1,1,-1,2,1,1,36,0,1,LK,GB,3,1,Medical Doctor,5,2,-1,1,1,0,1
P0121,package1,package2,package1,penalty,weight_loss,UBI,2,5,0,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-1,2,1,1,-1,1,-1,1,35,1,0,GB,GB,3,0,Pharmaceutical,3,-1,1,2,-1,2,0
P0396,package1,package2,package2,UBI,weight_loss,penalty,5,5,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,-2,-1,-2,1,1,2,1,1,57,0,0,GB,GB,3,1,Healthcare ,4,1,2,-1,0,1,-1
P0228,package1,package2,package3,penalty,weight_loss,UBI,2,3,3,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,1,-2,2,-2,2,-2,2,-2,2,56,0,0,GB,GB,3,2,English language tutor ,5,0,-1,-2,-1,1,0
P0395,package1,package3,package1,weight_loss,UBI,penalty,3,4,3,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,1,-2,1,0,1,-2,2,-2,0,71,0,0,LT,GB,3,4,retired,4,-1,0,0,-1,-1,-1
P0266,package1,package3,package2,UBI,penalty,weight_loss,5,4,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,-1,1,1,-1,-1,1,1,0,1,41,0,0,GB,GB,3,0,arts,5,1,1,2,-1,-1,0
P0077,package1,package3,package3,weight_loss,UBI,penalty,0,1,3,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,1,0,-1,0,-1,1,0,2,64,0,0,GB,GB,3,1,healthcare,4,-1,2,-2,-1,0,2
P0231,package2,package1,package1,weight_loss,penalty,UBI,0,2,2,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,1,2,-1,0,-2,1,-2,2,49,0,0,GB,GB,3,1,health and social care,3,-1,-1,1,1,2,0
P0420,package2,package1,package2,weight_loss,UBI,penalty,1,4,1,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,-1,0,-2,-1,0,1,0,2,2,31,0,0,GB,GB,3,0,Education ,5,-2,1,2,1,2,1
P0050,package2,package1,package3,weight_loss,penalty,UBI,3,2,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,-1,0,1,-1,0,1,-1,-1,53,1,0,GB,GB,3,4,Management,3,-1,1,1,-1,2,-1
P0014,package2,package2,package2,weight_loss,penalty,UBI,5,2,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-2,1,0,0,-2,-2,0,0,45,0,1,ID,GB,3,3,Housewife,4,2,1,-2,0,-1,0
P0330,package2,package3,package1,weight_loss,UBI,penalty,4,1,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-2,0,-1,2,-2,1,-1,1,-2,2,61,1,0,GB,GB,3,0,medicine,5,-2,1,1,-1,0,0
P0387,package2,package3,package2,weight_loss,UBI,penalty,5,2,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,2,1,1,0,1,1,1,0,1,20,0,0,GB,GB,3,1,Education ,3,1,1,1,2,2,2
P0351,package2,package3,package3,weight_loss,penalty,UBI,4,0,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,0,-1,2,-1,-2,2,1,-2,0,36,1,4,FR,GB,3,3,IT,5,-1,0,1,-1,-2,1
P0165,package3,package1,package1,weight_loss,UBI,penalty,2,1,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-1,2,1,1,-1,2,0,1,30,1,1,GB,GB,3,0,Service Manager in healthcare,5,2,0,-2,1,-1,0
P0263,package3,package1,package2,weight_loss,UBI,penalty,1,1,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,2,2,-2,1,-1,2,1,2,2,52,1,0,GB,GB,3,2,Gig work,5,-2,-2,1,0,2,-1
P0168,package3,package1,package3,UBI,penalty,weight_loss,2,0,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-2,-1,2,0,-1,2,0,2,42,0,0,UA,GB,3,4,Art,2,1,0,-2,-2,-2,-1
P0065,package3,package2,package1,weight_loss,penalty,UBI,5,2,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-2,-1,-2,1,-1,2,1,2,50,0,0,GB,GB,3,0,admin,3,0,0,2,-2,1,1
P0096,package3,package2,package2,weight_loss,penalty,UBI,1,4,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,2,0,0,-1,1,-1,1,1,1,66,1,0,GB,GB,3,2,Information and communication,4,0,-1,-2,-1,-1,-2
P0225,package3,package2,package3,weight_loss,UBI,penalty,4,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,0,-1,-2,0,2,2,0,1,31,1,1,KR,GB,1,4,PhD student (psychology),5,1,-1,-1,0,-2,1
P0103,package3,package3,package1,UBI,penalty,weight_loss,5,0,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-2,2,-2,2,-1,2,-1,2,0,0,68,0,0,GB,GB,3,1,Healthcare Manager,2,2,1,0,1,1,2
P0242,package3,package3,package2,weight_loss,penalty,UBI,2,0,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,0,-1,-2,-2,-2,1,1,-1,29,0,0,GB,GB,3,1,Education,4,-2,-2,2,0,-2,-1
P0112,package3,package3,package3,penalty,UBI,weight_loss,1,4,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,2,1,-2,0,1,0,0,2,2,70,1,0,GB,GB,3,4,electrician,2,-2,2,1,-1,2,-1
P0119,package1,package1,package1,UBI,penalty,weight_loss,4,2,1,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-2,1,-1,-1,-1,2,-1,1,45,1,0,GB,GB,1,0,company director,3,-2,-2,2,0,2,0
P0013,package1,package1,package2,weight_loss,penalty,UBI,4,1,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,-1,-1,0,-1,1,2,1,36,1,0,GB,GB,3,0,Marketer,4,0,-1,1,0,2,0
P0358,package1,package1,package3,penalty,UBI,weight_loss,5,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,2,-2,-1,0,2,2,2,-1,23,0,0,GB,GB,1,1,Bartender,3,-2,1,2,2,2,2
P0283,package1,package2,package1,UBI,weight_loss,penalty,5,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,1,1,-2,-1,-1,1,-1,0,49,0,1,HK,GB,3,4,Nursing,4,0,0,2,-1,-1,-2
P0055,package1,package2,package2,penalty,UBI,weight_loss,2,0,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-1,1,-1,0,1,2,-1,0,64,0,0,GB,GB,3,0,Hospitality,4,0,1,-1,-2,2,1
P0218,package1,package2,package3,penalty,UBI,weight_loss,0,5,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,1,-1,-1,-2,-1,-2,1,2,2,38,1,0,GB,GB,3,0,Stock control manager ,3,2,2,-1,1,2,0
P0410,package1,package3,package1,penalty,weight_loss,UBI,5,5,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,-2,-2,0,-1,2,2,1,32,1,0,IE,GB,3,0,Digital Support,5,1,-1,-1,0,0,0
P0313,package1,package3,package2,penalty,UBI,weight_loss,4,2,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,1,0,-2,-2,1,1,1,1,1,33,0,0,GB,GB,3,3,hospitality,4,1,1,-1,1,1,2
P0202,package1,package3,package3,weight_loss,UBI,penalty,3,2,3,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-1,-2,2,-2,-2,-2,2,1,2,46,1,0,GB,GB,3,0,Graphic Design,4,-1,2,2,0,2,0
P0285,package2,package1,package1,weight_loss,UBI,penalty,4,5,3,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,-2,1,-2,-1,-2,1,0,2,0,36,0,0,GB,GB,3,2,Administration,6,-2,0,-1,1,1,1
P0203,package2,package1,package2,weight_loss,penalty,UBI,2,5,0,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,-2,2,-2,-1,-2,2,-1,2,0,26,0,1,GB,GB,3,3,N/A - unemployed,5,-2,0,-1,2,-1,1
P0235,package2,package1,package3,weight_loss,penalty,UBI,4,5,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-2,2,-1,1,-1,2,-1,1,53,1,0,GB,GB,3,0,Engineering / Supervisor / Manager,4,1,1,1,1,2,1
P0298,package2,package2,package1,weight_loss,penalty,UBI,4,5,3,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-2,2,-2,-1,1,2,-1,1,-2,2,48,1,0,GB,GB,3,4,Retired Insurance Underwriter,3,-2,-2,2,2,2,2
P0243,package2,package2,package3,UBI,weight_loss,penalty,1,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,-1,2,1,1,2,1,-1,2,1,33,1,0,GB,GB,3,0,Project manager,4,2,-1,-1,0,1,-1
P0286,package2,package3,package1,penalty,weight_loss,UBI,2,0,2,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-2,-1,0,-1,-1,2,1,1,1,26,1,0,GB,GB,3,0,Customer Service Administrator,4,-1,1,-1,2,2,2
P0306,package2,package3,package2,penalty,weight_loss,UBI,0,5,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-1,-1,2,0,1,1,0,1,46,1,2,GB,GB,2,0,engineering,4,2,-1,2,0,1,1
P0087,package2,package3,package3,weight_loss,penalty,UBI,4,2,4,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-2,0,-2,-2,0,2,2,2,35,0,0,GB,GB,3,2,retail,2,-2,0,-1,-2,-1,0
P0205,package3,package1,package1,weight_loss,UBI,penalty,5,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-1,-2,-1,0,-2,1,2,1,1,41,1,0,GB,GB,3,0,Sales Manager,3,1,2,2,-1,2,0
P0282,package3,package1,package2,weight_loss,penalty,UBI,4,3,5,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-2,2,0,1,-2,2,-2,0,58,1,0,GB,GB,3,0,IT,4,2,2,-1,1,2,0
